point_name_ja	point_name_en	point_type	prec_no	block_no
山形県温海岳	Yamagata_Atsumidake	a1	35	0267
山形県櫛引	Yamagata_Kushibiki	a1	35	0268
山形県月山	Yamagata_Gassan	a1	35	0269
山形県銀山	Yamagata_Ginzan	a1	35	0270
山形県楯岡	Yamagata_Tateoka	a1	35	0271
山形県左沢	Yamagata_Aterazawa	a1	35	0272
山形県山形	Yamagata_Yamagata	s1	35	47588
山形県葉山	Yamagata_Hayama	a1	35	0274
山形県長井	Yamagata_Nagai	a1	35	0275
山形県蔵王山	Yamagata_Mt.Zao	a1	35	0276
山形県小国	Yamagata_Oguni	a1	35	0277
山形県高峰	Yamagata_Takamine	a1	35	0278
山形県米沢	Yamagata_Yonezawa	a1	35	0279
山形県西吾妻山	yamagata_Mt.Nishiazuma	a1	35	0280
山形県向町	Yamagata_Mukaimachi	a1	35	0910
山形県上草津	Yamagata_Kamikusatsu	a1	35	1038
山形県尾花沢	Yamagata_Obanazawa	a1	35	1039
山形県鼠ケ関	Yamagata_Nezugaseki	a1	35	1040
山形県山毛欅潰山	Yamagata_Mt.Bunatsubure	a1	35	1103
山形県肘折	Yamagata_Hijiori	a1	35	1125
山形県高畠	Yamagata_Takahata	a1	35	1132
山形県落合	Yamagata_Ochiai	a1	35	1169
山形県飛島	Yamagata_Tobishima_Island	a1	35	1291
山形県大井沢	Yamagata_Oisawa	a1	35	1292
山形県荒沢	Yamagata_Arasawa	a1	35	1357
山形県中津川	Yamagata_Nakatsugawa	a1	35	1372
山形県白鷹山	Yamagata_Mt.Shirataka	a1	35	1428
山形県浜中	Yamagata_Hamanaka	a1	35	1465
山形県東根	Yamagata_Higashine	a1	35	1488
山形県村山	Yamagata_Murayama	a1	35	1539
山形県上山中山	Yamagata_Kaminoyama-Nakayama	a1	35	1562
山形県酒田大沢	Yamagata_Sakata-Osawa	a1	35	1664
福島県浪江	Fukushima_Namie	a1	36	0295
福島県小野新町	Fukushima_Ono-Niimachi	a1	36	0304
福島県広野	Fukushima_Hirono	a1	36	1034
福島県川内	Fukushima_Kawauchi	a1	36	1129
福島県相馬	Fukushima_Soma	a1	36	0285
福島県郡山	Fukushima_Koriyama	a1	36	0299
福島県梁川	Fukushima_Yanagawa	a1	36	0281
福島県稲荷峠	Fukushima_Inanitoge	a1	36	0282
福島県吾妻山	Fukushima_Mt.Azuma	a1	36	0283
福島県福島	Fukushima_Fukushima	s1	36	47595
福島県喜多方	Fukushima_Kitakata	a1	36	0286
福島県八木沢	Fukushima_Yagisawa	a1	36	0287
福島県原町	Fukushima_Haramachi	a1	36	0288
福島県飯谷山	Fukushima_Mt.Iitani	a1	36	0289
福島県猪苗代	Fukushima_Inawashiro	a1	36	0290
福島県二本松	Fukushima_Nihonmatsu	a1	36	0291
福島県白馬石山	Fukushima_Mt.Shiraumaishi	a1	36	0292
福島県若松	Fukushima_Wakamatsu	s1	36	47570
福島県船引	Fukushima_Funehiki	a1	36	0294
福島県浅草岳	Fukushima_Asakusadake	a1	36	0296
福島県只見	Fukushima_Tadami	a1	36	0297
福島県博士峠	Fukushima_Hakasetoge	a1	36	0298
福島県富岡	Fukushima_Tomioka	a1	36	0300
福島県南郷	Fukushima_Nango	a1	36	0301
福島県駒止峠	Fukushima_Komadometoge	a1	36	0302
福島県田島	Fukushima_Tajima	a1	36	0303
福島県観音山	Fukushima_Mt.Kannon	a1	36	0305
福島県白河	Fukushima_Shirakawa	s1	36	47597
福島県石川	Fukushima_Ishikawa	a1	36	0307
福島県山王峠	Fukushima_Sannotoge	a1	36	0308
福島県大辷山	Fukushima_Otsubeyama	a1	36	0309
福島県平	Fukushima_Taira	a1	36	0310
福島県田代山	Fukushima_Mt.Tashiro	a1	36	0311
福島県東白川	Fukushima_Higashi-Shirakawa	a1	36	0312
福島県小名浜	Fukushima_Onahama	s1	36	47598
福島県西会津	Fukushima_Nishiaizu	a1	36	1031
福島県金山	Fukushima_Kaneyama	a1	36	1044
福島県鷲倉	Fukushima_Washikura	a1	36	1116
福島県上遠野	Fukushima_Katono	a1	36	1127
福島県飯舘	Fukushima_Iitate	a1	36	1130
福島県津島	Fukushima_Tsushima	a1	36	1150
福島県長沼	Fukushima_Naganuma	a1	36	1268
福島県舘岩	Fukushima_Tateiwa	a1	36	1269
福島県川前	Fukushima_Kawamae	a1	36	1274
福島県桧原	Fukushima_Hibara	a1	36	1282
福島県茂庭	Fukushima_Moniwa	a1	36	1293
福島県湯本	Fukushima_Yumoto	a1	36	1294
福島県桧枝岐	Fukushima_Hinoemata	a1	36	1295
福島県吉尾峠	Fukushima_Yoshiotoge	a1	36	1359
福島県六十里越	Fukushima_Rokujurigoe	a1	36	1364
福島県湖南	Fukushima_Konan	a1	36	1386
福島県玉川	Fukushima_Tamakawa	a1	36	1466
福島県山田	Fukushima_Yamada	a1	36	1607
福島県新地	Fukushima_Shinchi	a1	36	1633
福島県古殿	Fukushima_Furudono	a1	36	1634
茨城県花園	Ibaraki_Hanazono	a1	40	0314
茨城県北茨城	Ibaraki_KitaIbaraki	a1	40	0315
茨城県大子	Ibaraki_Daigo	a1	40	0316
茨城県神峰山	Ibaraki_Mt.Kamine	a1	40	0317
茨城県笠間	Ibaraki_Kasama	a1	40	0318
茨城県水戸	Ibaraki_Mito	s1	40	47629
茨城県古河	Ibaraki_Koga	a1	40	0320
茨城県愛宕山	Ibaraki_Mt.Atago	a1	40	0321
茨城県下妻	Ibaraki_Shimotsuma	a1	40	0322
茨城県坂東	Ibaraki_Bando	a1	40	0323
茨城県土浦	Ibaraki_Tsuchiura	a1	40	0324
茨城県鹿嶋	Ibaraki_Kashima	a1	40	0325
茨城県江戸崎	Ibaraki_Edosaki	a1	40	0911
茨城県日立	Ibaraki_Hitachi	a1	40	1011
茨城県柿岡	Ibaraki_Kakioka	a1	40	1012
茨城県美野里	Ibaraki_Minori	a1	40	1013
茨城県龍ケ崎	Ibaraki_Ryugasaki	a1	40	1014
茨城県筑波山	Ibaraki_Mt.Tsukuba	a1	40	1082
茨城県中野	Ibaraki_Nakano	a1	40	1170
茨城県徳田	Ibaraki_Tokuda	a1	40	1173
茨城県鉾田	Ibaraki_Hokota	a1	40	1245
茨城県常陸大宮	Ibaraki_Hitachi-omiya	a1	40	1331
茨城県門井	Ibaraki_Kadoi	a1	40	1388
茨城県大能	Ibaraki_Ono	a1	40	1421
茨城県つくば（館野）	Ibaraki_Tsukuba	s1	40	47646
茨城県下館	Ibaraki_Shimodate	a1	40	1530
茨城県高萩	Ibaraki_Takahagi	a1	40	1635
茨城県常総	Ibaraki_Joso	a1	40	1661
栃木県那須高原	Tochigi_Nasu_Highlands	a1	41	0326
栃木県黒田原	Tochigi_Kurodawara	a1	41	0327
栃木県八方が原	Tochigi_Happogahara	a1	41	0328
栃木県黒磯	Tochigi_Kuroiso	a1	41	0329
栃木県八溝山	Tochigi_Mt.Yamizo	a1	41	0330
栃木県大田原	Tochigi_Otawara	a1	41	0331
栃木県奥日光（日光）	Tochigi_Oku-Nikko	s1	41	47690
栃木県方塞山	Tochigi_Mt.Housai	a1	41	0333
栃木県高根沢	Tochigi_Takanezawa	a1	41	0334
栃木県鹿沼	Tochigi_Kanuma	a1	41	0335
栃木県宇都宮	Tochigi_Utsunomiya	s1	41	47615
栃木県葛生	Tochigi_Kuzuu	a1	41	0337
栃木県真岡	Tochigi_Mooka	a1	41	0338
栃木県足利	Tochigi_Ashikaga	a1	41	0339
栃木県栃木	Tochigi_Tochigi	a1	41	0340
栃木県小山	Tochigi_Oyama	a1	41	0341
栃木県五十里	Tochigi_Ikari	a1	41	1015
栃木県足尾	Tochigi_Ashio	a1	41	1016
栃木県烏山	Tochigi_Karasuyama	a1	41	1017
栃木県佐野	Tochigi_Sano	a1	41	1018
栃木県土呂部	Tochigi_Dorobu	a1	41	1221
栃木県今市	Tochigi_Imaichi	a1	41	1333
栃木県塩谷	Tochigi_Shioya	a1	41	1334
栃木県那須烏山	Tochigi_Nasu-Karasuyama	a1	41	1605
栃木県日光東町	Tochigi_Nikkohigashimachi	a1	41	1675
群馬県前武尊	Gunma_Maehotaka	a1	42	0342
群馬県草津	Gunma_Kusatsu	a1	42	0343
群馬県野反湖	Gunma_Lake_Nozori	a1	42	0344
群馬県雨見山	Gunma_Mt.Amami	a1	42	0345
群馬県沼田	Gunma_Numata	a1	42	0346
群馬県赤城山	Gunma_Mt.Akagi	a1	42	0347
群馬県田代	Gunma_Tashiro	a1	42	0348
群馬県榛名山	Gunma_Mt.Haruna	a1	42	0349
群馬県前橋	Gunma_Maebashi	s1	42	47624
群馬県桐生	Gunma_Kiryu	a1	42	0351
群馬県一の字山	Gunma_Ichinojiyama	a1	42	0352
群馬県上里見	Gunma_Kami-Satomi	a1	42	0353
群馬県西野牧	Gunma_Nishinomaki	a1	42	0354
群馬県藤岡	Gunma_Fujioka	a1	42	0355
群馬県館林	Gunma_Tatebayashi	a1	42	0356
群馬県稲含山	Gunma_Mt.Inafukumi	a1	42	0357
群馬県みなかみ	Gunma_Minakami	a1	42	1019
群馬県中之条	Gunma_Nakanojo	a1	42	1020
群馬県伊勢崎	Gunma_Isesaki	a1	42	1021
群馬県片品	Gunma_Katashina	a1	42	1174
群馬県藤原	Gunma_Fujiwara	a1	42	1222
群馬県神流	Gunma_Kanna	a1	42	1223
群馬県黒保根	Gunma_kurohone	a1	42	1259
群馬県高手山	Gunma_Mt.Takate	a1	42	1375
埼玉県熊谷	Saitama_Kumagaya	s1	43	47626
埼玉県久喜	Saitama_Kuki	a1	43	0359
埼玉県秩父	Saitama_Chichibu	s1	43	47641
埼玉県堂平	Saitama_Dodaira	a1	43	0361
埼玉県飯能	Saitama_Hannō	a1	43	0362
埼玉県さいたま	Saitama_Saitama	a1	43	0363
埼玉県越谷	Saitama_Koshigaya	a1	43	0364
埼玉県三峰	Saitama_Mitsumine	a1	43	1000
埼玉県寄居	Saitama_Yorii	a1	43	1009
埼玉県鴻巣	Saitama_Konosu	a1	43	1069
埼玉県所沢	Saitama_Tokorozawa	a1	43	1070
埼玉県浦山	Saitama_Urayama	a1	43	1159
埼玉県上吉田	Saitama_Kamiyoshida	a1	43	1182
埼玉県鳩山	Saitama_Hatoyama	a1	43	1232
埼玉県ときがわ	Saitama_Tokigawa	a1	43	1497
東京都小河内	Tokyo_Ogochi	a1	44	0365
東京都八王子	Tokyo_Hachioji	a1	44	0366
東京都調布	Tokyo_Chofu	a1	44	0367
東京都世田谷	Tokyo_Setagaya	a1	44	0368
東京都東京	Tokyo_Tokyo	s1	44	47662
東京都江戸川臨海	Tokyo_Edogawa_Seaside	a1	44	0370
東京都羽田	Tokyo_Haneda	a1	44	0371
東京都大島	Tokyo_Oshima_Island	s1	44	47675
東京都三宅島	Tokyo_Miyakejima_Island	s1	44	47677
東京都八丈島	Tokyo_Hachijojima_Island	s1	44	47678
東京都青梅	Tokyo_Ome	a1	44	1001
東京都練馬	Tokyo_Nerima	a1	44	1002
東京都府中	Tokyo_Fuchu	a1	44	1133
東京都新島	Tokyo_Niijima_Island	a1	44	1134
東京都小沢	Tokyo_Ozawa	a1	44	1180
東京都父島	Tokyo_Chichijima_Island	s1	44	47971
東京都大島北ノ山	Tokyo_Oshima-Kitanoyama	a1	44	1467
東京都八重見ヶ原	Tokyo_Yaemigahara	a1	44	1468
東京都神津島	Tokyo_Kozushima_Island	a1	44	1505
東京都三宅坪田	Tokyo_Miyake-Tsubota	a1	44	1506
東京都三宅島阿古	Tokyo_Miyakejima_Island_Ako	a1	44	1509
東京都新島	Tokyo_Niijima_Island	a1	44	1522
東京都神津島	Tokyo_Kozushima_Island	a1	44	1523
東京都三宅伊豆	Tokyo_Miyake-Izu	a1	44	1525
東京都南鳥島	Tokyo_Minamitorishima_Island	s1	44	47991
東京都母島	Tokyo_Hahajima_Island	a1	44	1595
東京都大島臨時	Tokyo_Oshima_Island_Rinji	a1	44	1642
東京都大島泉津	Tokyo_Oshima_Island_Senzu	a1	44	1643
東京都大島差木地	Tokyo_Oshima_Island_Sashikiji	a1	44	1644
東京都利島	Tokyo_Toshima_Island	a1	44	1646
東京都青ヶ島	Tokyo_Aogashima_Island	a1	44	1648
千葉県香取	Chiba_Katori	a1	45	0375
千葉県我孫子	Chiba_Abiko	a1	45	0376
千葉県東庄	Chiba_Tonosho	a1	45	0377
千葉県成田	Chiba_Narita	a1	45	0378
千葉県銚子	Chiba_Choshi	s1	45	47648
千葉県千葉	Chiba_Chiba	s1	45	47682
千葉県茂原	Chiba_Mobara	a1	45	0381
千葉県木更津	Chiba_Kisarazu	a1	45	0382
千葉県鋸南	Chiba_Kyonan	a1	45	0383
千葉県鴨川	Chiba_Kamogawa	a1	45	0384
千葉県勝浦	Chiba_Katsuura	s1	45	47674
千葉県館山	Chiba_Tateyama	s1	45	47672
千葉県佐倉	Chiba_Sakura	a1	45	0916
千葉県横芝光	Chiba_Yokoshibahikari	a1	45	1003
千葉県大多喜	Chiba_Otaki	a1	45	1004
千葉県船橋	Chiba_Funabashi	a1	45	1236
千葉県牛久	Chiba_Ushiku	a1	45	1238
千葉県坂畑	Chiba_Sakahata	a1	45	1241
神奈川県相模湖	Kanagawa_Lake_Sagami	a1	46	0387
神奈川県海老名	Kanagawa_Ebina	a1	46	0388
神奈川県横浜	Kanagawa_Yokohama	s1	46	47670
神奈川県箱根	Kanagawa_Hakone	a1	46	0390
神奈川県江ノ島	Kanagawa_Enoshima_Island	a1	46	0391
神奈川県三浦	Kanagawa_Miura	a1	46	0392
神奈川県相模原中央	Kanagawa_Sagamihara-Chuo	a1	46	1005
神奈川県日吉	Kanagawa_Hiyoshi	a1	46	1006
神奈川県平塚	Kanagawa_Hiratsuka	a1	46	1007
神奈川県小田原	Kanagawa_Odawara	a1	46	1008
神奈川県丹沢湖	Kanagawa_Lake_Tanzawa	a1	46	1096
神奈川県辻堂	Kanagawa_Tsujido	a1	46	1443
長野県野沢温泉	Nagano_Nozawa_Onsen	a1	48	0393
長野県信濃町	Nagano_Shinano-Machi	a1	48	0394
長野県飯山	Nagano_Iiyama	a1	48	0395
長野県白馬	Nagano_Hakuba	a1	48	0396
長野県長野	Nagano_Nagano	s1	48	47610
長野県笠岳	Nagano_Kasadake	a1	48	0398
長野県大町	Nagano_Omachi	a1	48	0399
長野県信州新町	Nagano_Shinshu-Shinmachi	a1	48	0400
長野県四阿屋山	Nagano_Mt.Azumaya	a1	48	0401
長野県上田	Nagano_Ueda	a1	48	0402
長野県燕岳	Nagano_Tsubakurodake	a1	48	0403
長野県穂高	Nagano_Hotaka	a1	48	0404
長野県軽井沢	Nagano_Karuizawa	s1	48	47622
長野県松本	Nagano_Matsumoto	s1	48	47618
長野県鹿教湯	Nagano_Kakeyu	a1	48	0407
長野県佐久	Nagano_Saku	a1	48	0408
長野県高ボッチ	Nagano_Takabocchi	a1	48	0409
長野県茂来山	Nagano_Mt.Morai	a1	48	0410
長野県諏訪	Nagano_Suwa	s1	48	47620
長野県八ケ岳	Nagano_Yatsugatake	a1	48	0412
長野県木曽平沢	Nagano_Kiso-Hirasawa	a1	48	0413
長野県原村	Nagano_Haramura	a1	48	0414
長野県野辺山	Nagano_Nobeyama	a1	48	0415
長野県御嶽山	Nagano_Mt.Ontakesan	a1	48	0416
長野県木曽福島	Nagano_Kiso-Fukushima	a1	48	0417
長野県高遠	Nagano_Takato	a1	48	0418
長野県入笠山	Nagano_Mt.Nyukasa	a1	48	0419
長野県宮田高原	Nagano_Miyata_Highlands	a1	48	0420
長野県松峯	Nagano_Matsumine	a1	48	0421
長野県須原	Nagano_Suhara	a1	48	0422
長野県摺古木山	Nagano_Mt.Surikogi	a1	48	0423
長野県飯島	Nagano_Iijima	a1	48	0424
長野県笹山	Nagano_Sasayama	a1	48	0425
長野県飯田	Nagano_Iida	s1	48	47637
長野県恵那山	Nagano_Mt.Ena	a1	48	0427
長野県鶯巣	Nagano_Ugusu	a1	48	0428
長野県菅平	Nagano_Sugadaira	a1	48	0992
長野県東御	Nagano_Tomi	a1	48	0993
長野県上高地	Nagano_Kamikochi	a1	48	0994
長野県南木曽	Nagano_Nagiso	a1	48	1022
長野県南小谷	Nagano_Minamiotari	a1	48	1090
長野県鬼無里	Nagano_Kinasa	a1	48	1162
長野県立科	Nagano_Tateshina	a1	48	1300
長野県奈川	Nagano_Nagawa	a1	48	1312
長野県開田高原	Nagano_Kaida_Highlands	a1	48	1314
長野県浪合	Nagano_Namiai	a1	48	1317
長野県辰野	Nagano_Tatsuno	a1	48	1319
長野県南信濃	Nagano_Minami-Shinano	a1	48	1323
長野県阿南	Nagano_Anan	a1	48	1339
長野県聖高原	Nagano_Hijiri_Highlands	a1	48	1360
長野県網掛山	Nagano_Mt.Amikake	a1	48	1392
長野県大鹿	Nagano_Oshika	a1	48	1394
長野県杉島	Nagano_Sugishima	a1	48	1397
長野県十石峠	Nagano_Jukkokutoge	a1	48	1399
長野県小谷	Nagano_Otari	a1	48	1411
長野県伊那	Nagano_Ina	a1	48	1445
長野県松本今井	Nagano_Matsumoto-Imai	a1	48	1529
長野県北相木	Nagano_Kitaaiki	a1	48	1549
長野県白樺湖	Nagano_Lake_Shirakaba	a1	48	1550
長野県高遠	Nagano_Takato	a1	48	1551
長野県宮田	Nagano_Miyada	a1	48	1591
長野県王滝大又	Nagano_Otakiomata	a1	48	1659
長野県木祖薮原	Nagano_Kisohirasawa	a1	48	1666
山梨県剣ノ峰	Yamanashi_Kennomine	a1	49	0429
山梨県日向山	Yamanashi_Mt.Hinata	a1	49	0430
山梨県大菩薩	Yamanashi_Daibosatsu	a1	49	0431
山梨県甲府	Yamanashi_Kofu	s1	49	47638
山梨県勝沼	Yamanashi_Katsunuma	a1	49	0433
山梨県大月	Yamanashi_Otsuki	a1	49	0434
山梨県八町山	Yamanashi_Mt.Haccho	a1	49	0435
山梨県古関	Yamanashi_Furuseki	a1	49	0436
山梨県河口湖	Yamanashi_Lake_Kawaguchi	s1	49	47640
山梨県山中	Yamanashi_Yamanaka	a1	49	0438
山梨県南部	Yamanashi_Nanbu	a1	49	0439
山梨県大泉	Yamanashi_Oizumi	a1	49	1023
山梨県韮崎	Yamanashi_Nirasaki	a1	49	1024
山梨県上野原	Yamanashi_Uenohara	a1	49	1165
山梨県切石	Yamanashi_Kiriishi	a1	49	1234
山梨県富士山	Yamanashi_Mt.Fuji	s1	49	47639
山梨県乙女湖	Yamanashi_Lake_Otome	a1	49	1599
山梨県富士川	Yamanashi_Fujikawa	a1	49	1640
静岡県白糸	Shizuoka_Shiraito	a1	50	0440
静岡県御殿場	Shizuoka_Gotenba	a1	50	0441
静岡県富士	Shizuoka_Fuji	a1	50	0442
静岡県三島	Shizuoka_Mishima	s1	50	47657
静岡県越木平	Shizuoka_Koshikidaira	a1	50	0444
静岡県川根本町	Shizuoka_Kawane-Honcho	a1	50	0445
静岡県大山	Shizuoka_Oyama	a1	50	0446
静岡県網代	Shizuoka_Ajiro	s1	50	47668
静岡県高根山	Shizuoka_Mt.Takane	a1	50	0448
静岡県静岡	Shizuoka_Shizuoka	s1	50	47656
静岡県霧山	Shizuoka_Mt.Kiri	a1	50	0450
静岡県天竜	Shizuoka_Tenryu	a1	50	0451
静岡県島田	Shizuoka_Shimada	a1	50	0452
静岡県湯ケ島	Shizuoka_Yugashima	a1	50	0453
静岡県天城山	Shizuoka_Mt.Amagi	a1	50	0454
静岡県浜松	Shizuoka_Hamamatsu	s1	50	47654
静岡県松崎	Shizuoka_Matsuzaki	a1	50	0456
静岡県稲取	Shizuoka_Inatori	a1	50	0457
静岡県御前崎	Shizuoka_Omaezaki	s1	50	47655
静岡県石廊崎	Shizuoka_Irozaki	s1	50	47666
静岡県佐久間	Shizuoka_Sakuma	a1	50	0986
静岡県土肥	Shizuoka_Toi	a1	50	0987
静岡県三ヶ日	Shizuoka_Mikkabi	a1	50	0988
静岡県掛川	Shizuoka_Kakegawa	a1	50	0989
静岡県熊	Shizuoka_Kuma	a1	50	1105
静岡県三倉	Shizuoka_Mikura	a1	50	1106
静岡県梅ケ島	Shizuoka_Umegashima	a1	50	1114
静岡県清水	Shizuoka_Shimizu	a1	50	1243
静岡県磐田	Shizuoka_Iwata	a1	50	1244
